Accession,X20141222_WOS521,X20141222_WOS526,X20141222_WOS5211,X20141222_WOS5216,X20141222_WOS522,X20141222_WOS527,X20141222_WOS5212,X20141222_WOS5217,X20141222_WOS523,X20141222_WOS528,X20141222_WOS5213,X20141222_WOS5218
Cre01.g004500.t1.2|PACid:30789545|,1608.73574355786,1565.35841779335,1643.3368511933,1475.39049704633,1467.55569317808,1470.45940826885,1540.5822570471,1375.57300615223,1451.21129765224,1405.65093886514,1429.23746389804,1420.79946379859
Cre12.g535950.t1.2|PACid:30793514|,1803.02505536819,1643.46409994195,1523.27238828077,1481.01393738687,1618.97486818039,1649.94267074787,1545.91389412117,1486.28371447548,1618.44518133568,1530.68543315935,1507.20456235346,1585.68652582752
Cre12.g519180.t1.1|PACid:30791737|,1454.3703034557,1289.6788749932,1452.66094912266,1480.96425129424,1688.86540315174,1203.37029810271,1661.8304148079,1236.5546464646,1550.60573772456,1325.84114940106,1546.40623550416,1351.56484746621
Cre03.g193800.t1.1|PACid:30787698|,787.398830554824,808.736605327595,757.6852589325,770.838563322064,780.581467356192,772.590116647948,837.918269920449,680.89533503939106,759.531938094794,841.502711090501,730.997922632148,843.639767921592
Cre09.g386400.t1.2|PACid:30780324|,885.767697482925,948.225024504594,901.297587152818,1199.9359220252,683.964235483387,869.685462104743,1606.34631041344,843.550471361304,1273.78374415107,1090.10444743691,973.209040091193,1065.71678442279
Cre17.g701700.t1.2|PACid:30782624|,2198.39783820016,2200.57340806829,2109.80278692251,2190.04312851999,2012.63430032944,2195.11232667759,2045.43092094988,2241.5377748865,1992.61908946709,2030.88670817096,2185.39949450485,2225.65932750274
Cre05.g233800.t1.2|PACid:30783061|,2014.60882919213,1861.87585100786,1893.20711344631,1892.48765571646,1867.02026568027,1841.36299983545,2014.89178402486,1804.33320751781,2162.02014337175,2030.36781263239,2119.08647372997,2031.85266925703
Cre02.g143200.t1.1|PACid:30784969|,1209.02501644654,1141.9111420602,1159.3036837994,1159.45480347751,1105.85848276477,1104.38205899175,1190.39682825259,1138.62263277572,1084.61067358541,1093.75833413997,1129.24920087827,1107.38904778724
Cre18.g749447.t1.1|PACid:30783852|,852.934366565512,805.309204305666,826.157592041893,785.998672267879,853.672851778684,748.322406599745,803.474061845972,719.559391457845,778.193388295187,771.192739871359,741.971639558378,818.832206508189
Cre05.g245950.t1.1|PACid:30783046|,379.78629379327,365.082933954435,343.16272460019,344.290846147375,339.903504480564,365.864375420614,364.434151395767,346.159473876394,348.116668665005,342.091800944953,362.072977428443,363.56275192745
Cre12.g525200.t1.2|PACid:30792563|,883.065924731007,842.54978009812,859.445029928337,867.622110042408,802.935200898941,838.034794747969,793.369250317348,816.708548256589,767.862304868955,786.38700328573,835.982832590911,835.420494731026
Cre06.g258733.t1.1|PACid:30779057|,886.401383087315,826.811187565048,894.882222516781,898.377775879841,837.923636465758,827.585189364258,851.278232144672,917.435694409225,856.790458133376,800.212385122618,762.555211106052,894.492971129393
Cre11.g477950.t1.1|PACid:30775703|,644.98551491913,592.358998330106,609.770942704471,614.812217254473,575.03468313628,551.743454850622,640.694215432493,604.439714366664,620.102337838558,559.963672759999,620.662148424455,607.324309811795
Cre10.g430501.t1.1|PACid:30790062|,537.775485326314,519.058496284097,488.307422884446,515.553029820944,490.989719303779,498.732396083024,531.419656171993,558.003163249713,450.604700616419,497.795257855861,425.088218798808,471.875956916117
Cre13.g573351.t1.2|PACid:30784543|,4476.63597805473,4334.15291966997,4093.54265888028,4119.53434075453,4152.11345338207,3994.48666447869,4252.96938067539,4174.05909690983,4018.90924388666,4072.84258082441,4153.47894505069,3996.42536360154
Cre01.g040000.t1.2|PACid:30788495|,3262.4668149866,3179.0502494706,3095.45515112226,3266.67471223179,3244.31994169543,3466.13192007434,3613.6115170847,3271.95801168861,3129.69633304597,3114.1601749728,3249.08171205224,3517.55855592797
Cre09.g412100.t1.2|PACid:30780717|,49193.1095121899,44786.1991483779,45054.5967258731,45365.7142073223,45343.8773219339,44575.9939454072,45005.1305792804,44898.3748614282,44045.7555168366,44474.4471728237,45321.4985401216,45022.0695791517
Cre07.g330250.t1.2|PACid:30775443|,20030.7535746749,19226.7519235133,18672.8282316936,18685.8727160771,18757.2605096931,18601.3677049001,19537.8551920835,18713.7124677444,19029.3806653304,18372.9260740197,18713.5737512911,18614.1512657417
Cre14.g630100.t1.2|PACid:30776357|,5776.51575809152,5417.39170130196,5234.29801635109,5408.05933502934,5135.33254822372,5319.15741073307,5368.97706143006,4977.10925757729,5061.93998100569,5020.32636116062,4947.90799203495,5371.14323340839
Cre01.g033550.t1.2|PACid:30788638|,1400.48598219696,1373.54993360849,1371.9191069811,1363.99124192976,1283.09602860253,1342.69255230247,1258.37345914447,1336.72601072468,1349.88331587668,1299.65054068699,1392.55148031411,1342.92921068508
Cre12.g509750.t1.2|PACid:30791961|,2667.18157440887,2524.8939848164,2652.08613913716,2604.65486154218,2596.50731594425,2593.84480950422,2738.31209359628,2576.89951888376,2678.23461582952,2624.96079823069,2485.193199559,2582.27477120902
Cre03.g172000.t1.2|PACid:30786866|,2512.84048047144,2332.12523109907,2341.6613823432,2359.25035633101,2372.46919412303,2256.35766317372,2392.14390210545,2148.07875821703,2319.20372812021,2260.65087607021,2313.2615993407,2087.86414726311
Cre08.g359750.t1.2|PACid:30774125|,3576.26705876392,3285.46654128387,3170.49204996788,3271.41288350531,3256.33109822151,3203.90963938486,3302.41982298659,3481.37732762542,3399.2722164583,3087.67943699905,3132.72617714591,3340.51088561956
Cre05.g240850.t1.2|PACid:30783367|,805.181297954297,745.076681232221,842.927633995751,897.827097437774,820.967599484051,761.300146639391,845.281837083311,726.191998775908,835.501569797354,831.079485320404,814.555553911186,719.975302572948
Cre09.g417150.t1.2|PACid:30780452|,1762.47064453657,1657.19337925323,1621.06485841854,1590.0636385477,1593.89514734199,1617.56671269246,1775.83350110201,992.609940767545,1567.690805943,1613.77447116458,1686.78206135094,1619.28985823755
Cre11.g479500.t1.2|PACid:30775927|,2527.2132969139,2364.27030164714,2345.9279291902,2384.63734357202,2458.11575150172,2351.37106125559,2371.40562736981,2338.55686312023,2470.79749464017,2415.92052322331,2423.86030820009,2516.05168255297
Cre10.g441400.t1.2|PACid:30790401|,1140.44345600833,1167.03197601536,1182.06231214379,1128.84621626402,1267.77598433272,1198.04579675976,1213.2345241316,1131.48312389107,1156.44533445312,1191.4908452458,1229.68817824504,1215.83505046038
Cre03.g194200.t1.2|PACid:30787000|,1445.36638606577,1311.18948771009,1362.92545979919,1355.07976331057,1293.19752693668,1289.26896783061,1253.98181789145,1339.82129511511,1296.12348868811,1275.41378054664,1265.93113821026,1298.05624157575
Cre12.g529651.t1.1|PACid:30793228|,1447.47160603091,1341.64108591591,1281.14390937497,1255.54897348454,1322.62091071275,1288.2344250483,1404.16611911322,1294.38290662747,1338.5081269619,1308.99329480141,1282.22731991646,1291.08703354149
Cre06.g278255.t1.1|PACid:30778742|,833.864219469809,807.375678341759,769.77377971117,790.653189283963,809.05790918019,737.250770864479,838.300916621367,757.738230393747,798.050851687747,799.152782660893,816.27587561268,758.016277713357
Cre01.g031100.t1.2|PACid:30788807|,2768.03515394313,2656.67823114305,2650.24722474605,2854.6460238739,2544.82321867079,2644.8975638777,2766.35467202252,2731.79718294104,2682.73469995429,2506.64494561245,2753.32412238529,2598.25709184703
Cre17.g741850.t1.2|PACid:30782510|,1522.4733269661,1490.19206383605,1498.22231055612,1605.7016889998,1556.30191328182,1457.07383055854,1499.96863230164,1553.59115097633,1514.96649363551,1502.85209391895,1491.12316561331,1457.31051789048
Cre10.g443250.t1.2|PACid:30790418|,1131.50427126081,1064.50127839084,1026.68370826674,1066.16584977942,1179.67626385689,1188.39843224084,1136.44503157053,1127.5620198113,1356.12362711483,1357.29483141135,1323.38205342897,1405.52998763813
Cre16.g695050.t1.2|PACid:30777673|,796.466125556224,739.719203451666,724.289184970366,696.481080947879,646.701619434329,640.946449079746,713.125484214917,784.81361573083,687.703547639741,646.610080109937,693.293113157408,676.007024496364
Cre12.g494850.t1.2|PACid:30793223|,2121.82609224298,2034.15916146059,2029.79968659769,2105.53713970961,2099.94159694755,1982.93910591649,2035.20161703859,2056.28347519346,2016.40902294469,1961.2096887451,2025.9841409756,2005.8229353843
Cre01.g055453.t1.1|PACid:30789656|,963.961274926485,833.827290573798,937.105746030696,968.783722346548,930.306228394554,937.650924658988,941.117928897989,742.456901789414,923.86746429891,890.425314735888,872.885314378682,911.284953655425
Cre10.g434450.t1.2|PACid:30790825|,909.709907753569,835.589482106603,818.959003033812,870.679468428309,854.57479041659,791.045496600617,784.734775826436,798.68439287598,881.095589084886,769.512427362898,854.675861795903,833.384849642037
Cre14.g619133.t1.1|PACid:30776744|,1823.09246882022,1838.99500144096,1829.61551033749,1821.5036927407,1501.78194902363,1609.13747554213,1860.85933607147,1930.64267531978,1494.07261310326,1563.34821383722,1499.85827093615,1935.39234783982
Cre13.g565450.t1.2|PACid:30784501|,889.407566142672,827.844326222555,812.334849072957,699.418215368176,727.701170370303,714.064455069893,846.622715611501,768.018484409971,860.929900826713,730.021448891258,783.956981922106,748.967257953185
Cre12.g526800.t1.2|PACid:30792385|,685.334000577939,614.461952568781,653.604037602955,642.430066050827,671.883355431053,614.377389257972,647.485599965891,660.192431154482,634.688922844662,588.579179775115,688.102765789804,644.005480249865
Cre13.g564250.t1.2|PACid:30784684|,402.907167729124,362.844942269281,399.114464584366,335.381625588999,388.323294855503,343.450293349687,243.263720845338,355.181397076174,325.1594038382,341.968913577695,349.519994705963,349.796995550482
Cre02.g120150.t1.2|PACid:30786468|,17767.5963126763,17200.2510819691,16718.828691964,17397.2559648286,16644.529639928,16371.0379992631,16617.1494788584,17381.1220254365,16117.0773157989,16672.3553675195,16822.7119236302,16436.0886953297
P01008ups|ANT3_HUMAN_UPS,1223.73102938406,1209.70834683295,1078.44313835846,1008.93540192261,2387.99873841564,2359.23979223287,1472.22271894013,2531.4313948592,3579.19577058095,3406.59510090136,4287.08008370936,4063.30311995139
Cre16.g650550.t1.2|PACid:30777847|,12838.5334758843,11884.4415893153,11807.5959149487,12261.1132631174,12447.0050508042,11823.9005073484,12016.3079422209,11902.3622449089,11989.2049004561,11684.7174020328,11918.0824202136,11893.7563710195
Cre11.g467573.t1.1|PACid:30776039|,6099.0609163392,6752.61068373551,6142.47414125565,6175.12511949586,6419.97693936697,6473.44432301954,6487.06271768551,6288.83993657078,6466.31796089743,6297.56445459709,6189.32215609383,6140.7212255757
Cre12.g558900.t1.2|PACid:30793117|,9789.36883898702,9574.44778100008,9669.50733274285,10018.4177749704,9957.46081476898,9730.33660970194,10359.450711832,10556.8709313548,10117.7376832837,10096.0652170678,10121.1898149465,10507.0306882259
Cre11.g467569.t1.1|PACid:30775882|,7238.08178427453,7828.07685075811,7848.77540354901,7862.35406841624,7719.23565888158,7562.9148349317,7783.98902723548,7644.13488865278,7530.70722107386,7865.60365200993,7844.19142198719,7778.09429131825
Cre02.g090850.t1.1|PACid:30785159|,472.157999634981,478.783175154864,484.10002278137,513.628428595442,522.676180298295,505.034502011167,493.685353776515,521.286761586793,467.458982342554,421.784392706034,471.403536603588,524.404199734574
Cre13.g568900.t1.2|PACid:30784330|,3065.07092354687,2869.34789158837,2960.44443070236,2949.02078535942,2969.86749039614,2915.3317033501,2972.03956004334,2888.72402293946,2981.26717929415,2916.04827334484,2993.98765435808,2839.18346295683
Cre06.g265000.t1.2|PACid:30778874|,7269.5335174685,7054.49486067235,6891.70264279631,7134.0386316367,6795.9135077984,6737.13124744866,7060.00710208674,6984.05911740832,6837.88294624713,6839.30411633017,6885.59262641696,7022.99113354551
Cre01.g011000.t1.2|PACid:30788989|,3821.29781079247,3719.79644974901,3726.21794483943,3852.87308453203,3610.21405907429,3713.32644614912,3946.03085601692,3944.77477129544,3731.54195367647,3663.6985746048,3803.83002408505,4013.40464909486
Cre11.g480150.t1.2|PACid:30775525|,4604.08185654522,4545.52620829238,4422.79165853928,4465.01894497978,4454.05529478605,4401.40984445573,4497.09334060956,4514.35968575957,4261.86776112829,4179.5112682548,4460.44720684595,4526.35260769324
Cre05.g237450.t1.2|PACid:30783054|,3992.84294448191,3715.90463464785,3717.60153303875,3858.83335216497,3683.57275373775,3660.09305314859,3703.30733253687,3640.14038603985,3644.25730341883,3565.71296415514,3762.2640132364,3680.39267997757
Cre09.g387171.t1.1|PACid:30780922|,1782.65599500545,1663.3871454381,1663.22740156712,1671.72680180885,1612.10081274056,1704.60582036116,1678.53932341339,1500.27224106947,1620.93530700071,1497.6210351057,1676.03612744383,1543.50329684314
Cre14.g621650.t1.1|PACid:30776643|,1774.43238623289,1698.24090997306,1672.11467232486,1655.43259960347,1770.16772579591,1617.5716353165,1628.19869591087,1599.13260124458,1603.35169012641,1614.82598888906,1670.23984439731,1664.44862874174
Cre12.g495850.t1.2|PACid:30791782|,2168.62926909815,1990.99090776066,1981.00825379769,1971.51920247316,2062.12614828413,1969.17299232497,2044.42766543101,1969.54741449565,2015.9397087782,2039.31540338584,1988.42180315763,2006.62963961689
Cre03.g193750.t1.1|PACid:30787415|,1784.43386256138,1824.65656199266,1714.73921580523,1843.40011444675,1689.07676812711,1719.8919795489,1682.96039818505,1813.17611796445,1752.5965050538,1632.79150530406,1704.20715966305,1823.30686874316
Cre13.g583550.t1.2|PACid:30784036|,2216.95981608362,2005.6752587846,2053.58184338164,2216.01644265188,2203.132655373,2088.44936046228,2232.75022552542,2155.01108582628,2184.09983066912,2387.92125759302,2326.87152320165,2373.43565655097
Cre07.g325400.t1.2|PACid:30775347|,2083.12359509185,1980.683921045,1971.55450028438,2029.55074559439,1948.24520053308,1938.64138107952,1933.94101777153,2080.41966234533,1926.27827151795,1857.4804951102,1952.81873225147,1879.6415823389
P62937ups|PPIA_HUMAN_UPS,2014.5548813328,1718.99957345565,1707.86632532713,1951.55376394944,3840.46316623887,3680.14850335439,3737.03091554178,3670.77532799318,6616.5028062675,6668.17224334212,6439.56574126131,6741.92622484819
Cre12.g519100.t1.2|PACid:30792077|,1311.25890028718,1237.64556658956,1329.68852216941,1261.47627733437,1227.86429198082,1242.70107511202,1256.21225974274,1229.41387839852,1221.22088450187,1220.16024310157,1207.07821047931,1236.9275791898
Cre12.g533550.t1.1|PACid:30792777|,1557.54444186318,1494.08081754755,1497.46583291861,1479.760744765,1632.78835860092,1536.52394949124,1463.72541894718,1510.633261018,1483.7262198336,1441.23420906566,1486.97873627694,1417.96600350095
Cre13.g565850.t1.1|PACid:30784724|,547.202972050316,588.409263950459,584.069747820168,622.289249771341,607.728904298862,588.831236286905,518.272503202974,502.227478909055,537.751625548153,523.784897957918,467.613252720786,569.254754713479
Cre07.g337650.t1.2|PACid:30774315|,802.341773829124,744.344549595928,784.772626904285,727.766431336699,763.671177673366,761.844049531403,745.130116821569,806.262247962263,753.873450035213,737.60632789267,767.839147590351,711.337037232404
Cre09.g397200.t1.2|PACid:30780237|,769.212768223274,662.34085934982,707.792365329769,679.377689295561,661.874421256597,683.632919587464,710.470752544327,716.573193166712,662.789437152764,678.357166330521,711.095716944831,658.776568700661
Cre01.g026550.t1.1|PACid:30789046|,589.134112862353,544.501413497381,557.525155285909,620.495431138531,523.47781624991,538.781836971498,547.93733344894,541.039924138283,529.019072409233,496.737762774942,576.877643095362,544.023095320781
Cre17.g734548.t1.1|PACid:30781955|,293.901396132016,247.293082028878,280.045243250428,257.860632219398,265.176839060648,273.284210150961,248.433999577445,263.55512431718,265.79297918523,236.035279007139,278.450446935255,263.421456803276
Cre08.g373100.t1.1|PACid:30773572|,805.680874549274,738.616635377447,745.014160403056,630.212438316004,699.297358444358,693.104313208005,718.333602991251,659.447239350551,688.345205506053,638.116619128756,707.80480416822,667.551937007276
P63165ups|SUMO1_HUMAN_UPS,1275.8925181208,1315.94309774223,1308.90104843188,1321.40344194998,2356.09582289296,2260.6786402872,2296.82819450496,2314.26576760956,3899.09686026656,3969.38763979378,4066.92754181998,4071.98965971026
Cre02.g120100.t1.2|PACid:30785539|,19894.2719442675,19838.7221419195,19491.8191471445,19875.2525777205,19644.476902217,18860.0666157109,19494.8817706969,20306.8941483827,18745.9063037801,19090.428502318,19162.0793687755,19401.9731426088
gi|41179063|ref|NP_958420.1|,39320.3361198261,36070.0101229114,34968.8902367549,36928.8492071901,33771.1833441309,34653.5786373588,35587.5307831711,35190.8644183995,33449.3956145695,34025.6928141333,34629.5770331708,35670.4347354471
Cre14.g630847.t1.1|PACid:30776217|,3760.26279955106,3381.69525804931,3598.48967161785,3573.86945633325,3588.23089905045,3344.82393292511,3920.9281067364,3735.50296416061,3592.8637739071,3586.30418568002,3421.10416817819,3498.95926047186
Cre09.g415950.t1.2|PACid:30781212|,2362.63719543554,2376.56003508188,2411.64718050977,2345.14590015127,2317.7997470614,2229.64803483965,2071.71550610339,2199.18353250445,2373.47135670709,2274.7735772142,2231.56861562317,2247.02559422833
gi|41179066|ref|NP_958423.1|,21541.5051851956,19664.8926999006,19940.8874489592,20767.6308143743,19481.1401387204,19746.2781467953,19853.3271817037,20285.4342194903,20249.1725350021,20450.1539057119,20984.8284516065,20611.2002714998
Cre06.g283050.t1.2|PACid:30779127|,13641.9931038734,12074.5261890286,11518.3436976495,12030.4157691617,12277.8192735586,11731.7294639938,11705.2059266878,11903.9928776318,11636.7974135428,11740.0868079288,12037.4053322306,11925.3377911071
Cre10.g432800.t1.2|PACid:30790737|,7317.85072006743,6953.62661893633,6806.07821535721,7090.60828654047,6704.79694837268,6691.35544666278,7263.84703562019,7196.18228139454,6774.28304567417,6851.0650822368,6972.75773302385,6959.42465841657
Q06830ups|PRDX1_HUMAN_UPS,1835.29206624983,1548.50254454041,1691.40007721389,1550.56601564522,3262.69496565056,3306.10883811275,2729.63932196789,3275.99427537686,5313.89874213009,3444.88695313473,5534.79187825456,5024.55391953194
Cre12.g557600.t1.1|PACid:30792360|,1713.34727447686,1642.46300968522,1666.80755394408,1718.26904224717,1508.36909867139,1555.89941963825,1511.71200890552,1648.3750822369,1493.92005705834,1517.4588987726,1456.48357183411,1611.93757110262
Cre01.g062172.t1.1|PACid:30789439|,4798.35149044995,4599.13348244032,4662.06451983054,4663.42458166332,4660.75533605307,4408.88479389774,4756.79967019462,4676.95497708432,4438.7126404172,4474.654850346,4566.19434305609,4400.75755238301
Cre02.g115200.t1.2|PACid:30785578|,3424.89062191004,3311.06003599841,3316.03484030592,3237.30945086843,3115.55328478211,3082.96323835658,3183.31199839924,3133.21975525641,3244.08520184561,3033.84451997189,3318.58710762499,3330.52837332517
Cre12.g532550.t1.1|PACid:30791692|,1263.91202657195,1184.12040791977,1137.80236385157,1146.87726682132,1246.81771973024,1129.66701478402,1185.22681579201,1083.70012635604,1091.95834701484,1109.76362151285,1084.48138288948,1174.94007012972
Cre11.g467578.t1.1|PACid:30775702|,2751.83672763832,2721.43887627242,2595.47178395662,2650.36199410345,2753.99847407166,2630.17278027189,2793.07500951286,2683.18666650509,2761.67903415208,2704.99735963071,2619.16260825781,2701.74978197103
gi|41179039|ref|NP_958395.1|,2514.27165475967,2425.19979648491,2364.95694115621,2392.84838422854,2372.88334358927,2371.60995694473,2547.33424251925,2472.57788779176,2476.22719251911,2397.13262753472,2487.11613152786,2370.96108894724
Cre17.g719000.t1.2|PACid:30782166|,1412.77490732273,1419.24902943602,1449.4510281918,1389.88459364697,1401.72456231643,1363.89801076437,1304.61143476608,1344.2183284624,1287.33853966276,1297.95348464675,1433.62487157328,1387.59829629213
Cre08.g382500.t1.2|PACid:30773860|,7476.79367189389,7081.37662189932,6787.47420021634,6895.75369820468,6839.18344137167,6979.49361632641,6909.85902149866,6889.03895651975,6746.57174239363,6749.55652936424,7029.03889507971,6931.27293713567
Cre01.g034400.t1.1|PACid:30789251|,2606.21715986054,2469.98025340342,2439.70094746342,2512.17885640164,2335.73340793002,2548.06550852052,2509.12043150452,2779.52819318165,2366.61648650199,2430.96381445736,2434.93284669023,2782.09805717769
Cre06.g265800.t1.2|PACid:30779397|,1962.87088641826,1770.34170747119,1960.74910741803,1820.24050943669,1973.46159797386,1724.557735845,1919.59187205358,1859.6495365228,1878.87639938456,2015.49559134992,1710.44065267125,1768.75468282228
gi|41179017|ref|NP_958372.1|,2293.35110670474,2189.98384153375,2428.98982467439,2350.96894331743,2338.1096150005,2307.11110850531,2284.80926293704,2253.94369705109,2261.19079049041,2281.0872831875,2286.40266338904,2126.77740999522
Cre48.g761197.t1.1|PACid:30778371|,2325.55685698163,2219.69669977035,2381.2479016069,2245.92127218684,2468.8508348527,2255.31425661031,2516.82041195558,2229.96838626443,2228.5728176767,2313.72757645666,2239.85997931187,2194.8526128086
Cre12.g530300.t1.2|PACid:30793543|,2267.94521835796,1826.42463938303,2287.07091026518,2198.56304482503,2134.41372726726,1970.89969078661,2408.46973458239,2051.81885606407,2410.91115079283,2047.03510295502,2415.70776032532,1815.64668836601
Cre01.g016514.t1.1|PACid:30788603|,3760.66100860745,3542.10911423764,3606.47092336168,3482.9009061382,3570.86232724105,3443.6227113096,3548.89540204387,3571.5285800061,3611.29628320433,3541.8294384976,3391.28188207601,3472.05785902038
Cre09.g411900.t1.1|PACid:30781084|,1870.25836117743,1817.10800842919,1752.76567678667,1762.7220088332,1803.66105237012,1733.39350844648,1606.88763606496,1733.25144351507,1708.51253387437,1772.33034803759,1603.3074417103,1752.85991752062
Cre06.g285401.t1.1|PACid:30779990|,2100.43488475824,2098.04821084362,1973.52114803571,2043.09608518875,2302.54379850509,2061.13953466217,2162.11217941562,2085.72465046515,2142.48431485729,2093.02134697124,2076.92165442826,2203.42622559563
Cre02.g147900.t1.1|PACid:30784934|,550.995540191596,750.980584769713,736.55723662357,692.426619705706,718.058595483522,660.743385444886,707.134342135049,701.901872829024,658.728863930919,704.269947030724,657.692531555119,688.20403368685
Cre12.g509650.t1.2|PACid:30793403|,1215.41801259321,1136.7982288239,1202.75582286808,1028.05475489888,1092.05145806896,1180.50141547433,1046.22658834542,1280.37356625297,1166.85268574477,972.029557062453,1223.34861913642,1157.50622122147
P12081ups|SYHC_HUMAN_UPS,446.457002774389,417.285137773201,408.225100193837,428.385400162515,978.84658271883,919.488081552753,875.130238248482,818.702754952331,1646.49757341916,1618.87194644116,1647.07431682299,1653.80852248597
Cre01.g021251.t1.1|PACid:30789389|,446.908388212528,406.85992781025,470.251802346778,365.760046091216,375.505998167293,397.33621480731,457.01549036757,402.937892726141,447.847779547197,403.843702478241,515.072262776848,460.618803441424
Cre10.g440050.t1.2|PACid:30790885|,968.882707603679,1093.99439530927,1070.1898340537,1015.44073758542,1088.82095957558,1118.1249100155,1197.02299092789,1043.68498017617,1091.86281148979,1100.76779880141,1119.60673410987,1156.97617445042
Cre02.g085450.t1.2|PACid:30785718|,1952.65298077656,1839.68999685076,1799.18425762045,1645.64701613218,1758.25200254034,1767.40813377503,1830.98499567441,1869.78310250699,1751.52406331503,1668.63274225319,1617.50126909284,1674.46364966137
Cre01.g004300.t1.2|PACid:30789034|,1308.3098788954,1385.74570547454,1545.69426700414,1486.49554587962,1545.50671530699,1381.5343390642,1524.94366341234,1733.0289183691,1415.76602421909,1602.31034835303,1647.96930886421,1673.92988599283
Cre03.g143887.t1.1|PACid:30787653|,739.469199164409,615.779303526937,604.105153698828,639.753320870126,638.693412586641,663.580001768548,626.814323816433,640.405567409224,627.672654336864,681.706314152116,523.865003026501,625.193000367461
Cre06.g264200.t1.2|PACid:30779531|,988.58709233818,924.058661243974,957.074968721874,910.329513245587,870.647850060752,890.190714668936,889.274158398432,920.413063016282,886.197366149348,859.212966560065,914.951136735909,875.081291298714
Cre13.g566000.t1.2|PACid:30783932|,1039.34883465158,936.678943667488,963.859654554224,909.555500164763,915.695020015811,911.665545524206,943.241092404269,735.714225037367,914.007502257694,882.067600479417,919.818402363799,884.404788280088
Cre11.g477300.t1.1|PACid:30776026|,619.475014515377,546.0383364861,550.110674852954,605.128073163314,521.756827642203,547.160731505854,546.918877590943,600.749495914607,577.980366165516,521.317110775569,576.103133933807,624.487252873947
Cre03.g168450.t1.2|PACid:30788210|,1333.44479258646,1132.95179205902,1078.25121958268,1199.15795623087,1059.66278098398,1107.41506524942,1203.41294788652,1244.19484205221,1228.07358435088,1139.39126383459,1093.67757418603,1307.32109708439
Cre10.g459200.t1.2|PACid:30790356|,638.899359797223,586.870650051158,568.332692081844,589.402500303493,596.317568830527,604.317611940079,617.679015040866,652.266431062378,570.982066917946,611.602392573369,603.382197442425,613.682892229125
Cre11.g478800.t1.2|PACid:30775724|,759.993709649686,814.584119369393,816.394275380174,853.075320842947,870.404679083077,764.361024254952,668.42878303364,828.983092865832,749.477116148569,820.575105632471,614.784625192349,831.949315427172
Cre17.g705000.t1.2|PACid:30782154|,910.686316575614,846.823755461878,864.643481253141,775.62218635272,788.161746692911,815.463804560661,872.71471316433,828.617385576199,845.121800730615,838.880369094827,810.161243682114,765.193255691158
Cre11.g477850.t1.1|PACid:30776004|,509.711159509112,468.285362145934,494.779630868464,487.945088864226,470.580042221546,502.144045926358,518.003803767166,502.12998635917,514.219406919886,508.916875503609,483.228927655542,504.772326221856
gi|41179048|ref|NP_958404.1|,3157.57758653588,3051.54733310793,3189.06819013679,3254.58623934838,3149.26203686206,3041.15854770956,3196.32214979632,3173.8739009743,3099.25054983986,3028.30083562891,3087.1759084201,3092.52747305688
Cre01.g032650.t1.2|PACid:30788812|,1543.43435055921,1420.794198114,1466.23316203139,1438.10025264498,1443.85823889343,1465.36617901479,1454.25896532058,1212.30652572447,1454.92139000282,1487.39093615813,1525.19017437928,1475.74552831457
gi|41179070|ref|NP_958375.1|,13139.6311866171,12453.6493955405,12547.6233002526,12831.2799873071,12432.0233240587,12224.6498688671,12512.8584788851,12905.9507762353,12218.9968860829,11814.9766346088,12158.9254912607,12070.005647818
Cre07.g357850.t1.2|PACid:30774301|,3488.89573501977,3056.43576368242,3056.93484047882,2944.1282697226,3182.8674581661,3069.7307929453,3080.54735122943,2968.23063826228,3149.16394931478,2904.80620362031,2957.01505679339,3064.6954255299
Cre06.g257601.t1.2|PACid:30779174|,10177.2042432141,10800.7364952867,11052.4339912556,11180.9705844147,10507.473472484,10809.4670106289,11990.1080465944,11774.6920832746,10716.8804435714,11255.6489133199,11343.4688763806,11931.1548424495
Cre06.g282500.t1.2|PACid:30779252|,3483.41151873902,3159.24599033733,3187.29911003522,3275.48728685192,3362.31177580778,3078.72944177115,3168.27356809511,3399.65655544455,3292.97714822924,3323.3925457783,3286.29380204608,3179.71003160923
Cre12.g535851.t1.1|PACid:30793369|,2817.69334183801,2619.26759537913,2620.02524785161,2525.65058230194,2614.92668130694,2467.60661595729,2486.17855632136,2598.87758974467,2507.39160748241,2436.14905320318,2475.85825123696,2458.59707166947
Cre06.g272800.t1.2|PACid:30780026|,3228.38291000166,3207.66156742099,3205.29122641808,3102.23338896287,2930.61522047668,3008.25925756526,3312.31196993037,3228.72203538084,3016.12203322148,3064.40574474518,3192.2772727947,3282.93386040706
Cre03.g187450.t1.2|PACid:30787765|,5123.0666820388,4870.25532245384,4633.96378932261,4803.50188247578,4720.46759284161,5070.97148675292,4828.75447580548,4865.85801923228,4491.74040981031,4751.55705236667,4274.76104080607,4799.70957769789
Cre06.g300700.t1.1|PACid:30779548|,1681.21157455004,1610.58240241243,1633.30821541691,1659.51221261389,1551.42986846344,1563.13756514244,1643.92219014384,1693.62130853468,1604.28144498609,1570.34833962509,1618.92985064716,1564.35232722251
Cre13.g567600.t1.2|PACid:30783910|,2734.60336378272,2755.12702741597,2742.92204030632,2722.94967434034,2800.73538174822,2603.30312308076,2676.2960160537,2651.10935782716,2517.93985788158,2587.81069989726,2605.37996929583,2686.00576803018
