,,,,,,,,,"Normalized abundance",,,,,,,,,,,,,,,,"Raw abundance",,,,,,,,,,,,,,,
,,,,,,,,,"Condition 1",,,,"Condition 2",,,,"Condition 3",,,,"Condition 4",,,,"Condition 1",,,,"Condition 2",,,,"Condition 3",,,,"Condition 4",,,
"Accession","Peptide count","Unique peptides","Confidence score","Anova (p)","Max fold change","Highest mean condition","Lowest mean condition","Description","20190123_EWM_AZD1_R0_1_2h_5-35_5uL","20190123_EWM_AZD1_R0_2_2h_5-35_5uL","20190123_EWM_AZD1_R0_3_2h_5-35_5uL","20190123_EWM_AZD1_R0_4_2h_5-35_5uL","20190123_EWM_AZD1_R15_1_2h_5-35_5uL","20190123_EWM_AZD1_R15_2_2h_5-35_5uL","20190123_EWM_AZD1_R15_3_2h_5-35_5uL","20190123_EWM_AZD1_R15_4_2h_5-35_5uL","20190123_EWM_AZD1_R30_1_2h_5-35_5uL","20190123_EWM_AZD1_R30_2_2h_5-35_5uL","20190123_EWM_AZD1_R30_3_2h_5-35_5uL","20190123_EWM_AZD1_R30_4_2h_5-35_5uL","20190123_EWM_AZD1_R60_1_2h_5-35_5uL","20190123_EWM_AZD1_R60_2_2h_5-35_5uL","20190123_EWM_AZD1_R60_3_2h_5-35_5uL","20190123_EWM_AZD1_R60_4_2h_5-35_5uL","20190123_EWM_AZD1_R0_1_2h_5-35_5uL","20190123_EWM_AZD1_R0_2_2h_5-35_5uL","20190123_EWM_AZD1_R0_3_2h_5-35_5uL","20190123_EWM_AZD1_R0_4_2h_5-35_5uL","20190123_EWM_AZD1_R15_1_2h_5-35_5uL","20190123_EWM_AZD1_R15_2_2h_5-35_5uL","20190123_EWM_AZD1_R15_3_2h_5-35_5uL","20190123_EWM_AZD1_R15_4_2h_5-35_5uL","20190123_EWM_AZD1_R30_1_2h_5-35_5uL","20190123_EWM_AZD1_R30_2_2h_5-35_5uL","20190123_EWM_AZD1_R30_3_2h_5-35_5uL","20190123_EWM_AZD1_R30_4_2h_5-35_5uL","20190123_EWM_AZD1_R60_1_2h_5-35_5uL","20190123_EWM_AZD1_R60_2_2h_5-35_5uL","20190123_EWM_AZD1_R60_3_2h_5-35_5uL","20190123_EWM_AZD1_R60_4_2h_5-35_5uL"
"tr|A8J3S6|A8J3S6_CHLRE","1","1","23.28","8.88178419700125E-16","Infinity","Condition 4","Condition 1","Predicted protein (Fragment) OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_16g678650v5 PE=4 SV=1","0","0","0","0","0","0","0","0","0","0","0","0","19.819727314667","13.1015740679579","15.3419343673609","17.5552664651959","0","0","0","0","0","0","0","0","0","0","0","0","19.4998919815512","14.5887143611898","16.0438996794443","17.3784768519887"
"tr|Q3HTK4|Q3HTK4_CHLRE","10","10","439.58","6.33937347060964E-14","7.10336228885267","Condition 1","Condition 4","Cell wall protein pherophorin-C3 OS=Chlamydomonas reinhardtii OX=3055 GN=PHC3 PE=2 SV=1","1911.5923069464","1928.57549084891","2085.46027210075","2020.59384239355","1426.84574311604","1454.62477524084","1451.50106352879","1423.83494215852","832.331695723575","829.876771305357","858.37698083205","796.521962919843","328.414984977456","259.108392112362","256.857895514458","274.275159260341","2159.14607136338","1992.19850529802","1865.04793369569","1973.92837839824","1498.3961988484","1377.64239588355","1385.12221611245","1358.96632058497","832.331695723575","802.47896985099","735.233955653275","753.428320303093","323.115279565125","288.519402440289","268.610346572356","271.513082170021"
"tr|A8HZF9|A8HZF9_CHLRE","1","1","48.31","9.65894031423886E-13","9.66357301804835","Condition 4","Condition 1","Predicted protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_10g447950v5 PE=4 SV=1","263.491353635366","199.689911587683","246.15236263094","259.014185658181","348.261529504085","334.683955256959","394.883415379387","366.459188504984","940.647887093696","966.282921267474","1009.19505055024","907.103274958298","2626.12760712829","2078.90564486309","2191.77984492191","2460.88670582903","297.613836890155","206.277610223578","220.136514437983","253.032272370359","365.725415330768","316.971643706289","376.824933277427","349.763642049828","940.647887093696","934.381766130923","864.415618790855","858.026932851872","2583.74920379835","2314.87914959365","2292.06403243166","2436.10444406543"
"tr|A0A2K3DT09|A0A2K3DT09_CHLRE","10","10","559.19","1.42474920750146E-12","4.71166246333006","Condition 1","Condition 4","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_05g238687v5 PE=4 SV=1","2865.85930838816","2514.35945389008","2580.25142707148","2549.86274018823","1116.91378242067","1076.104056122","1324.6393905744","1123.7159678428","1028.63665045402","970.931895325587","987.509875839954","998.380617046237","571.198511614755","542.613670597293","532.154805737005","584.738842814034","3236.99192777718","2597.30727139796","2307.54460147421","2490.97385049712","1172.92242283013","1019.15393944151","1264.06207637331","1072.52049306139","1028.63665045402","938.877257560512","845.841405901521","944.365963955233","561.980954615254","604.204945738589","556.50337908774","578.850253537803"
"tr|A8HWQ9|A8HWQ9_CHLRE","1","1","40.22","8.19322387712873E-12","Infinity","Condition 4","Condition 1","Predicted protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_06g266150v5 PE=3 SV=1","0","0","0","0","16.6005349660376","6.82236005975191","11.3301949742961","24.9335266253169","48.7566924541459","38.072875299088","44.8667152346385","44.4434416961903","313.205349170027","224.328949328358","249.723737663213","293.27088092074","0","0","0","0","17.4329836367868","6.46130371094546","10.8120518586667","23.7975778890821","48.7566924541459","36.8159259370754","38.4301224936816","42.0389508192617","308.151085022241","249.792196549962","261.149767604804","290.31750817042"
"tr|A0A2K3DVH9|A0A2K3DVH9_CHLRE","3","3","202.14","3.87139209578891E-11","3.02458024436792","Condition 4","Condition 3","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_03g146527v5 PE=3 SV=1","176.548086300015","178.646273581844","186.233018234681","189.029977040698","408.361994107283","432.55029171363","430.496509175681","425.068063046092","168.656863185872","191.20900371247","193.662977392585","176.555257604235","607.125495041427","498.182355168775","491.969385476853","610.920715632145","199.411299970297","184.539750139703","166.550046764796","184.664343828049","428.839671475786","409.658648992714","410.809398491542","405.702349712115","168.656863185872","184.896372125299","165.880027204271","167.003218203571","597.328176346435","554.730297416458","514.479287744877","604.768462846293"
"tr|A0A2K3E193|A0A2K3E193_CHLRE;tr|A0A2K3E199|A0A2K3E199_CHLRE","3","3","105.71","1.76268555307502E-10","2.69831866330744","Condition 4","Condition 3","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_02g090850v5 PE=3 SV=1","604.692956658913","589.791660478347","600.299245810908","627.2673274228","565.507127551762","573.978363405913","632.667695885066","593.570546180798","434.561201327026","407.730234176204","469.151358554477","419.259726609831","1296.7960502002","1098.08002667332","1078.97665977468","1196.13417550225","683.001504560777","609.248676039643","536.853606360441","612.780635308263","593.864988162442","543.60199359104","603.735059522883","566.528013372157","434.561201327026","394.269305530941","401.846760633958","396.576825618765","1275.86936487734","1222.72146627352","1128.34489259157","1184.08855382797"
"tr|A8J8I8|A8J8I8_CHLRE","8","7","354.38","1.83559289990143E-09","2.65395750149103","Condition 4","Condition 1","Flagellar associated protein OS=Chlamydomonas reinhardtii OX=3055 GN=FAP35 PE=4 SV=1","1655.11942546719","1611.96757160666","1801.60605048252","1537.0024001702","2888.52296129048","3323.63736199616","3072.99037036179","3211.9435635814","2218.78053711821","2107.43358857113","2442.56829449202","2156.25443507097","4705.45200066158","3863.36218740814","4246.8808377361","4715.53996025322","1869.45960817518","1665.1458042382","1611.19427051053","1501.50544444312","3033.37052821974","3147.74216441512","2932.45891362953","3065.61034378718","2218.78053711821","2037.85814190919","2092.15669713308","2039.59618540374","4629.51907866936","4301.88671480017","4441.19551548525","4668.05230250168"
