,,,,,,,,,"Normalized abundance",,,,,,,,,,,,,,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Condition 1",,,,,"Condition 2",,,,,"Condition 3",,,,,"Condition 4",,,,,"Condition 1",,,,,"Condition 2",,,,,"Condition 3",,,,,"Condition 4",,,,
"Accession","Peptide count","Unique peptides","Confidence score","Anova (p)","Max fold change","Highest mean condition","Lowest mean condition","Description","20170312_ctrl_1","20170312_ctrl_2_1","20170312_ctrl_3","20170312_ctrl_4","20170312_ctrl_5_1","20170312_azd_1","20170312_azd_2","20170312_azd_3","20170312_azd_4","20170312_azd_5","20170312_torin_1","20170312_torin_2","20170312_torin_3","20170312_torin_4","20170312_torin_5","20170312_rap_1","20170312_rap_2","20170312_rap_3","20170312_rap_4","20170312_rap_5_1","20170312_ctrl_1","20170312_ctrl_2_1","20170312_ctrl_3","20170312_ctrl_4","20170312_ctrl_5_1","20170312_azd_1","20170312_azd_2","20170312_azd_3","20170312_azd_4","20170312_azd_5","20170312_torin_1","20170312_torin_2","20170312_torin_3","20170312_torin_4","20170312_torin_5","20170312_rap_1","20170312_rap_2","20170312_rap_3","20170312_rap_4","20170312_rap_5_1"
"sp|P06541|ATPB_CHLRE","40","38","2423","0.341947711794504","1.17753587766836","Condition 2","Condition 1","ATP synthase subunit beta, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=atpB PE=1 SV=3","138847.510951851","130157.947557332","134766.259001573","129348.831932442","169484.623519538","134000.0996822","181562.187505782","137455.438287863","173932.213894927","200392.859628231","127802.456532843","157377.927040417","159026.663575742","200313.695005995","144859.104405742","118388.252095564","160936.66215315","167318.34454151","113309.708707019","149504.807570528","124223.865580763","106579.89937561","130528.90452547","129348.831932442","171095.923283526","149496.374295007","131110.030037633","114210.986312318","166253.680473372","252340.961126012","110447.054221461","188263.308317877","210629.693019762","274040.844052393","214410.354422669","129602.080269445","150972.506943313","135781.239939903","107920.015849546","194166.494097339"
"tr|A0A2K3E0L8|A0A2K3E0L8_CHLRE","35","35","1384.97","0.271254699004286","1.61656557966765","Condition 2","Condition 1","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_02g081250v5 PE=4 SV=1","18130.4858384874","11616.5371257234","13642.4023435019","15737.6234544575","13490.8126036342","14408.312362696","21848.2659596365","43969.4250022584","24381.7882366543","12783.7435917914","27442.7008138037","18982.1686764408","22635.3274871205","15033.5059668673","13380.3490108726","21354.1872674318","28646.5859281156","25517.7819048293","15480.9065087047","14955.5397137928","16220.9536222454","9512.20713900143","13213.454511431","15737.6234544575","13619.0705111236","16074.5436984111","15777.1111132207","36533.9593663557","23305.4127242635","16097.6900610419","23716.0188230546","22707.4148279825","29980.3314287808","20566.7149422993","19804.6604353195","23376.8726485502","26872.9749646419","20708.0465507125","14744.5412652558","19423.2196325246"
"sp|P00877|RBL_CHLRE","32","31","1398.4","0.946513163634717","1.1139127333461","Condition 1","Condition 4","Ribulose bisphosphate carboxylase large chain OS=Chlamydomonas reinhardtii OX=3055 GN=rbcL PE=1 SV=1","25422.1295860974","42381.9545177448","20719.9893866176","24090.1985610788","34404.7183658994","38626.1047294355","26375.4237635551","16277.3893441893","20970.0739275594","37821.8474899337","18195.014396587","27337.6916734726","24949.8287924597","32686.9391875411","29862.0462821887","22090.4313671817","19053.1920332962","20764.6562553091","35971.8291639995","34104.1894257367","22744.62960719","34704.4843024527","20068.5062897161","24090.1985610788","34731.8059413492","43092.9724969217","19046.2708639974","13524.795488238","20044.3143462864","47626.4541804402","15724.1558271901","32702.7072538595","33045.8720650229","44717.6435149624","44199.7205037011","24182.8543673837","17873.5418521465","16850.8168126912","34260.7921052357","44292.1602484456"
"tr|A8IXZ0|A8IXZ0_CHLRE","32","30","1659.59","0.466740143182574","1.14798043907272","Condition 4","Condition 2","Tubulin beta chain OS=Chlamydomonas reinhardtii OX=3055 GN=TUB1 PE=3 SV=1","70215.2041067874","63203.9189314257","61436.630357709","56398.9494473429","79131.8572423167","62568.4639927901","68284.1430890451","52869.7863593765","58008.873563368","76075.825144946","53423.2382011066","66694.1928856115","79988.9241983876","88677.0850120106","69230.7824171405","71172.6932824223","62937.9117447824","78380.6662808424","65216.9023232594","87128.1515549304","62820.0247659618","51754.5601038947","59504.9244353842","56398.9494473429","79884.1682204495","69804.116073895","49309.4744808229","43929.2218732031","55447.9731733334","95797.0601903905","46168.4340532794","79782.9126000067","105944.765299455","121315.435892039","102470.581023622","77914.2266610649","59041.2041032925","63607.0365391895","62114.7932749781","113156.011498974"
"tr|A8ITH8|A8ITH8_CHLRE","31","22","1599.59","0.434382484293756","1.47995004633809","Condition 1","Condition 3","Chaperonin 60B2 OS=Chlamydomonas reinhardtii OX=3055 GN=CPN60B2 PE=3 SV=1","2398.97938836233","7411.01404041321","2566.67370937405","3038.85225464965","4518.88216666399","4958.51825394106","3066.04306776906","2332.9496790166","2594.02480191567","3261.89325420634","2208.57444451884","2699.07284555672","2671.37770981324","3180.9244975057","2709.69537932807","3676.33912037713","2931.12364402876","2599.83234866849","3882.62824759525","4338.26598039051","2146.31498273158","6068.51249210539","2485.97171162115","3038.85225464965","4561.84343133467","5531.93992092428","2214.05681565208","1938.43537350255","2479.50716489022","4107.47808272169","1908.65299496978","3228.7652585801","3538.22091406581","4351.69065269005","4010.70232376898","4024.56484780444","2749.64746242054","2109.8012946841","3697.94704090012","5634.23952421605"
"tr|A8JEU4|A8JEU4_CHLRE","30","26","1318.11","0.875394531536404","1.21968235286031","Condition 1","Condition 3","Heat shock protein 70A OS=Chlamydomonas reinhardtii OX=3055 GN=HSP70A PE=3 SV=1","4619.03690888073","12092.1032705883","5182.77868449665","4913.67043939774","7915.64351215758","7445.28571204139","5465.92384577713","4228.76038769061","4710.53901793419","8134.00351719241","3635.40200731949","4694.28175722859","5775.94540359891","7385.02889884662","6978.42056982573","5821.83142222363","4460.33079675393","5246.915560623","5843.94384189166","8452.0794218508","4132.55243934739","9901.62471063164","5019.82045875007","4913.67043939774","7990.89797629768","8306.2865041171","3947.0632594159","3513.6543215202","4502.5842608896","10242.5918225758","3141.7192870314","5615.53345130253","7650.19890315124","10103.151223538","10328.9719608916","6373.27986470437","4184.17601790198","4257.94734363162","5565.97064132898","10976.9756293546"
"tr|A0A2K3DSL2|A0A2K3DSL2_CHLRE","28","28","1687.99","0.108805816430719","1.25248506432408","Condition 3","Condition 4","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_05g234550v5 PE=4 SV=1","12451.6584801529","9740.4540239334","13697.8587314345","11321.4503064387","13309.7214049824","14236.5097515688","12243.4808740155","12580.3341594308","14610.6360063402","18878.4399889014","12354.2367040616","15775.2013383382","15576.1985005415","17369.2106977268","13017.4100812679","7737.79720655088","12749.0150295064","13840.031292389","12135.6460237677","12693.7107350295","11140.2295849039","7975.97556834777","13267.1672257217","11321.4503064387","13436.2576683509","15882.8731883232","8841.28555185116","10452.9321675736","13965.6246287892","23772.3225278432","10676.5479172742","18871.0809017928","20630.564930524","23762.095547119","19267.4635166339","8470.72743216613","11959.6786357538","11231.3841906404","11558.4015365875","16485.7127376572"
"tr|A8IXE0|A8IXE0_CHLRE","28","25","1318.9","0.876499525872308","1.1095919325326","Condition 3","Condition 1","Adenosylhomocysteinase OS=Chlamydomonas reinhardtii OX=3055 GN=SAH1 PE=3 SV=1","70423.9139345962","56881.0464537588","56904.8246103024","63072.0087775876","94883.8081847231","52962.356489151","74883.8826899081","48361.6413829105","66030.4088634348","105974.397944799","49629.541941276","72546.7553721755","76232.5989516234","101152.343978133","80102.9512828446","56403.4080245243","64804.1649302903","68310.0118113071","85750.1391963737","97185.0522640676","63006.752935717","46577.0728656474","55115.6088595596","63072.0087775876","95785.8738385827","59087.1222336818","54075.2909164843","40183.4283955901","63115.384153848","133446.278883151","42889.9166610758","86784.0391021665","100969.539033506","138382.319395666","118562.807945786","61745.9831095737","60791.9109853512","55434.5557832579","81671.3456134778","126217.217917082"
"tr|A8HP84|A8HP84_CHLRE","26","25","1380.04","0.22438449870481","5.15533721548617","Condition 1","Condition 3","Glyceraldehyde-3-phosphate dehydrogenase OS=Chlamydomonas reinhardtii OX=3055 GN=GAP3 PE=3 SV=1","3045.83125052519","63501.462249688","6746.26077854532","11049.8324849429","12584.9000228934","29940.4965176808","5474.40473958419","2562.24667058324","3165.13801064408","4186.01718812405","2526.95197068719","3723.43986030985","4654.74073369313","2968.40044249734","4928.0085283363","12193.8272430553","6286.50807901708","2273.02808318399","12298.6838277407","13124.62076377","2725.03935614761","51998.2035964008","6534.14315712651","11049.8324849429","12704.5453689762","33402.9279425986","3953.18749848278","2128.95701376264","3025.40760961988","5271.16386532377","2183.7952797863","4454.16405977034","6165.17123468042","4060.94532240105","7294.09490341045","13348.8361317349","5897.28823694273","1844.59493905866","11713.6842796959","17045.3488517832"
"tr|A0A2K3E7I5|A0A2K3E7I5_CHLRE","26","25","1219.39","0.151034084560371","1.26078819957237","Condition 4","Condition 1","Aconitate hydratase, mitochondrial OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_01g042750v5 PE=3 SV=1","53517.6873822894","33640.248062663","44647.291378094","43566.7990979276","45282.5248087233","40468.3846118678","48608.6065432383","63772.197593549","54315.5179012446","48338.5990656318","48894.4375601938","48667.6844166881","60402.4786681928","55986.3461330343","40114.1109638895","53038.1438595992","61343.827454611","63838.5047772313","51926.4263500677","48051.751300437","47881.1176231764","27546.3336720939","43243.4800578984","43566.7990979276","45713.0282964256","45148.3005415534","35101.3388388951","52987.9768831696","51917.6669788977","60869.4769381298","42254.6384697293","58218.70607117","80002.6564944853","76592.5941770829","59374.1124135856","58061.9584811972","57545.8151822951","51805.8635968122","49456.4924634959","62406.2880442273"
"tr|A0A2K3E7P1|A0A2K3E7P1_CHLRE","26","25","1258.24","0.522493584631441","1.77059595808785","Condition 1","Condition 3","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_01g044800v5 PE=4 SV=1","3339.89465234046","20740.4275374272","2826.39727262556","4078.31234145956","7526.72654411403","11764.8591851663","4619.40337550642","4483.64941258851","4240.72668829957","5022.35140044726","3077.19488952504","4664.51634517757","5828.11644664326","4777.26948256916","3403.63493961785","8503.32806915546","4739.18657087759","4354.71648581533","10781.6878726631","8637.26130765575","2988.13152286271","16983.3092902178","2737.52898153302","4078.31234145956","7598.28355295816","13125.3916709384","3335.77229729788","3725.44024499024","4053.51259564471","6324.30208268205","2659.31594770274","5579.92658411631","7719.29908128407","6535.58390618179","5037.82331612923","9308.76997902229","4445.76684954856","3533.91497896425","10268.8457977704","11217.4770427966"
"tr|A0A2K3DUX4|A0A2K3DUX4_CHLRE","25","23","1470.74","0.691590637881248","1.18353082294917","Condition 3","Condition 4","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_04g231222v5 PE=3 SV=1","55381.7756278905","31386.2111552332","48501.0980138591","41114.3727399486","48591.2694976579","34033.9899559817","45126.8176456423","40232.5351875995","52120.2735679842","54860.9145527474","49109.8656731664","49916.0781718259","59020.4291663228","61787.6244158236","33650.4647968304","34749.8778545236","55853.2634274142","60294.4481018868","30232.3172477336","33046.5704899478","49548.8770670784","25700.6144417952","46976.1143399966","41114.3727399486","49053.229405569","37969.8083305814","32587.0628587493","33428.9976653946","49819.3354405932","69082.580747513","42440.8117336853","59712.0968080124","78172.1416879017","84529.0819801301","49807.0736608115","38041.4135637376","52395.1912994047","48929.8106982839","28794.2859775599","42918.5979918861"
"tr|A0A2K3D8I0|A0A2K3D8I0_CHLRE","25","23","1648.6","0.949083494504258","1.13665671584666","Condition 3","Condition 2","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_11g477950v5 PE=4 SV=1","2873.146946361","7818.94014953758","3281.76120405917","3437.9585124463","7035.56490590461","5341.98373650557","3798.37187088316","2504.97043240962","3495.89351615615","6542.3662438723","2161.25273050514","5268.85527864892","6176.72286311975","6956.26529175776","4083.69725897895","4517.25655182902","3519.23353034363","4323.46515857896","4828.31818241925","7200.29912902805","2570.54244337372","6402.54298720066","3178.57524616033","3437.9585124463","7102.4524136737","5959.75079156272","2742.88747523342","2081.3664947148","3341.56135076314","8238.35234987853","1867.75750629676","6302.8668915674","8181.02581839939","9516.57754577692","6044.40418325446","4945.13463848797","3301.3453956771","3508.5540780209","4598.65426113358","9351.25004375516"
"tr|A0A2K3E076|A0A2K3E076_CHLRE","25","25","1034.1","0.779589314901638","1.32902405817881","Condition 1","Condition 3","Elongation factor G, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_02g076250v5 PE=3 SV=1","2177.58162632339","7378.10866068232","2266.61587872515","2675.6719537738","3678.06405501493","3804.4589967922","2612.16444362576","1679.72202128549","2221.60496825251","4243.82325158662","1989.3426414432","2623.69974919567","2912.10549037055","3287.78922066692","2863.29551628435","3473.48285934729","2739.70667603854","2764.8219923007","3231.42294313624","3420.64049296866","1948.23519258723","6041.56790572821","2195.34837445163","2675.6719537738","3713.03161502544","4244.42091851669","1886.30112564657","1395.672016845","2123.52843822843","5343.95506976148","1719.1925769289","3138.60020973277","3857.06315963657","4497.8878407238","4238.05054561026","3802.49388248664","2570.08179265742","2243.69276038687","3077.71698664907","4442.49106687623"
"tr|A8IQU3|A8IQU3_CHLRE","25","23","1196.92","0.213222814072194","8.05275151411712","Condition 1","Condition 3","ATP synthase subunit beta OS=Chlamydomonas reinhardtii OX=3055 GN=ATP2 PE=3 SV=1","433.58576433496","18549.372570525","1312.88497326428","2195.70955611198","3151.50931915594","10950.503486013","1126.45305496606","557.904289695529","507.303044310638","723.354452390767","499.940029040494","698.377161598832","832.485420618098","271.380435881595","882.202083637442","3140.51066513571","1721.00961243852","380.591731900336","4302.95926059695","4087.72331973509","387.919807400484","15189.1628528978","1271.60491504137","2195.70955611198","3181.47089393901","12216.8608213449","813.43640931777","463.559681506072","484.907288554035","910.870567392969","432.048843135692","835.433515797159","1102.62106143416","371.264299757802","1305.77406370893","3437.98230065444","1614.45584981829","308.855657219834","4098.2845768697","5308.85206121869"
"tr|Q75NZ1|Q75NZ1_CHLRE","25","22","1110.86","0.468305630687926","1.25845583854112","Condition 2","Condition 1","Low-CO2 inducible protein LCIC OS=Chlamydomonas reinhardtii OX=3055 GN=LciC PE=1 SV=1","42963.0954876713","30564.4240688655","45231.0184673607","36851.4346736117","44860.687622174","33898.3930264257","57246.9294852276","70368.6058849491","49766.3950236594","41003.1495152373","55986.1842742785","43549.598393702","47775.4689407672","41682.8258272234","31474.4751236522","49480.4906276558","50049.4338925529","58801.1501126699","37841.5574530448","39844.6682607187","38438.1524897824","25027.6936819263","43808.8534537937","36851.4346736117","45287.1806802277","37818.5304630109","41339.2609302607","58468.8971469558","47569.3728682907","51632.4492652278","48383.3354846736","52096.1968663347","63278.2712697494","57024.5422902279","46586.3253415384","54167.3215423479","46950.6972790439","47717.9779304469","36041.5848448046","51747.4967552843"
"tr|A0A2K3CNL2|A0A2K3CNL2_CHLRE","25","25","1064.1","0.00297275990521384","1.55282783726215","Condition 3","Condition 1","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_17g696250v5 PE=4 SV=1","13877.0249928694","7530.27630535708","9449.33551389991","9212.52798978026","8068.4732396508","10824.1526598623","13590.6166438062","14690.0274236443","14312.1985601599","11317.218944171","17004.5905948064","13472.3154373207","16229.1055890359","15049.2525364899","12994.2002133272","12786.3275678179","12553.0393547348","13414.7940971414","9925.70442872315","11759.6023080069","12415.4741814054","6166.17045641392","9152.22713949923","9212.52798978026","8145.18066452992","12075.8983112907","9814.08178034122","12205.864983645","13680.3622112791","14250.996322642","14695.3899822395","16116.2541827141","21495.3357590618","20588.2571700046","19233.109887073","13997.4585523748","11775.8365047916","10886.2980986311","9453.57808690015","15272.5573794511"
"tr|A0A2K3DKV5|A0A2K3DKV5_CHLRE","24","9","852","0.661314212471226","2.16253815795571","Condition 1","Condition 3","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_07g344400v5 PE=4 SV=1","309.753602223662","3102.26854409507","473.881092205567","600.486027530223","585.571104698957","1412.72123710407","180.726827235583","291.670950713885","261.51341575625","460.302103745872","436.833305919762","460.131325363999","238.099809416743","283.991089196426","926.31828563292","533.936966394526","289.652379912552","141.218162053983","1422.16657523093","725.013340179661","277.129849732293","2540.29412318545","458.981204191504","600.486027530223","591.138161834914","1576.09362483683","130.506798100286","242.347828318885","249.968461212737","579.626816459658","377.511928436693","550.431990068524","315.361516351164","388.516410644902","1371.07179245326","584.51189499469","271.718981569787","114.600566950786","1354.51975908318","941.597134728111"
"tr|A8JI07|A8JI07_CHLRE;tr|A8JB39|A8JB39_CHLRE","24","19","1283.53","0.525112169568179","1.29992568312049","Condition 4","Condition 3","Dual function alcohol dehydrogenase / acetaldehyde dehydrogenase OS=Chlamydomonas reinhardtii OX=3055 GN=ADH1 PE=4 SV=1","10515.9187981329","32503.706779965","11452.6410959226","12645.9577218118","21208.0309125816","16835.1756968475","11287.4527161601","13052.6566707359","14321.5511231222","19020.1258365533","12077.7735181457","11454.1509522867","17145.2384720343","18194.8511130446","12920.901341984","18455.894091641","15911.9921166042","15182.070154505","18798.7012958845","24976.796932666","9408.36515024381","26615.6762837478","11092.5442855597","12645.9577218118","21409.6568447426","18782.0586198597","8150.91669137871","10845.3824085069","13689.3018894418","23950.7377819634","10437.6280614791","13702.0253907402","22708.7472937844","24891.6198978664","19124.6180042331","20204.0508679734","14926.8246785181","12320.4680041636","17904.5217303349","32438.1347530189"
"sp|Q08365|RR3_CHLRE","24","23","1143.2","0.72035034779563","1.21677433493802","Condition 4","Condition 1","30S ribosomal protein S3, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=rps3 PE=1 SV=2","10878.2237037575","10928.0739430122","7955.07719983941","10104.1952157378","16196.7955797704","12447.7784012772","13642.8515581169","7687.55163091256","11483.0486479991","18722.6508568606","8265.31219648694","13328.4405611083","13254.013292484","19447.0457581079","13685.5016979107","12199.1285578357","9667.97009080071","10742.6043247854","16406.2500064932","19199.2946893243","9732.51151474846","8948.45872321722","7704.95166967917","10104.1952157378","16350.7794182631","13887.2862291298","9851.80175539972","6387.54541129651","10976.1099340569","23576.1479765888","7142.893877694","15944.1438957828","17554.8470193875","26604.6953690206","20256.32618356","13354.6395912128","9069.39203369442","8717.77771528961","15625.8698476619","24934.7148064732"
"tr|A0A2K3DMI5|A0A2K3DMI5_CHLRE","24","22","1294.03","0.238869002469429","1.6907057616967","Condition 1","Condition 2","Uncharacterized protein OS=Chlamydomonas reinhardtii OX=3055 GN=CHLRE_06g258800v5 PE=4 SV=1","9409.66310498443","45443.8794169595","18979.034557544","13051.3541933501","27077.4736147534","16624.5704239333","13471.642476248","7888.28396192057","12691.0761776964","16729.0620359265","9092.51956488801","14611.4273482351","18339.4757570133","19095.1493838995","14958.7862771495","29900.7722801183","20430.4167072951","13710.2496501161","17125.3438390543","29364.9559290961","8418.62210349024","37211.7430121848","18382.2909985084","13051.3541933501","27334.9006658853","18547.0981624962","9728.16792957441","6554.33282832967","12130.8070337366","21065.7585340814","7857.76759412141","17478.9165390303","24290.5061452368","26123.2805590938","22140.9533116613","32732.9969027517","19165.4976990991","11126.064523765","16310.7592423383","38137.1718724546"
